Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Erträge,"0,00"
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Aufwendungen,"153.940,97"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Erträge,"93.755,13"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Aufwendungen,"3.601.143,24"
01,0103,"OB, BM und Verwaltungsführung",Erträge,"65.546,99"
01,0103,"OB, BM und Verwaltungsführung",Aufwendungen,"4.314.991,93"
01,0104,Gleichstellung von Frau und Mann,Erträge,"19.040,88"
01,0104,Gleichstellung von Frau und Mann,Aufwendungen,"724.729,79"
01,0105,Personal- und Schwerbehindertenvertretung,Erträge,"137.420,50"
01,0105,Personal- und Schwerbehindertenvertretung,Aufwendungen,"1.182.675,25"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Erträge,"49.826,23"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Aufwendungen,"1.276.867,13"
01,0107,Public Relations,Erträge,"71.392,49"
01,0107,Public Relations,Aufwendungen,"1.377.346,84"
01,0108,Personal- und Organisationsmanagement,Erträge,"2.773.511,03"
01,0108,Personal- und Organisationsmanagement,Aufwendungen,"9.678.044,46"
01,0109,Finanz- und Beteiligungsmanagement,Erträge,"1.967.304,13"
01,0109,Finanz- und Beteiligungsmanagement,Aufwendungen,"8.501.274,08"
01,0110,Recht,Erträge,"503.463,99"
01,0110,Recht,Aufwendungen,"1.760.628,71"
01,0111,Immobilienmanagement,Erträge,"32.308.588,85"
01,0111,Immobilienmanagement,Aufwendungen,"88.495.262,43"
01,0113,Zentrale Dienste,Erträge,"1.625.205,35"
01,0113,Zentrale Dienste,Aufwendungen,"2.669.581,01"
01,0114,Verwaltung der Kommunalen Stiftungen,Erträge,"185.818,97"
01,0114,Verwaltung der Kommunalen Stiftungen,Aufwendungen,"399.011,65"
01,0115,IT-Management (citeq),Erträge,"502.683,76"
01,0115,IT-Management (citeq),Aufwendungen,"330.791,53"
01,0116,Migrations- und Integrationsmanagement,Erträge,"200.784,08"
01,0116,Migrations- und Integrationsmanagement,Aufwendungen,"745.685,19"
02,0201,Ordnungsrechtliche Angelegenheiten,Erträge,"301.564,63"
02,0201,Ordnungsrechtliche Angelegenheiten,Aufwendungen,"2.344.401,82"
02,0202,Gewerberechtliche Angelegenheiten,Erträge,"1.278.998,05"
02,0202,Gewerberechtliche Angelegenheiten,Aufwendungen,"1.729.800,41"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Erträge,"8.669.726,74"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Aufwendungen,"8.016.267,63"
02,0204,Bürgerangelegenheiten,Erträge,"2.308.950,27"
02,0204,Bürgerangelegenheiten,Aufwendungen,"6.720.007,91"
02,0205,Standesamtsangelegenheiten,Erträge,"711.673,33"
02,0205,Standesamtsangelegenheiten,Aufwendungen,"1.517.100,32"
02,0206,Ausländerangelegenheiten,Erträge,"539.793,49"
02,0206,Ausländerangelegenheiten,Aufwendungen,"2.092.534,23"
02,0207,Statistik,Erträge,"19.135,16"
02,0207,Statistik,Aufwendungen,"591.330,33"
02,0208,Wahlen,Erträge,"234,52"
02,0208,Wahlen,Aufwendungen,"434.784,34"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Erträge,"1.447.610,17"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Aufwendungen,"25.029.863,48"
02,0210,Rettungsdienst,Erträge,"13.726.925,51"
02,0210,Rettungsdienst,Aufwendungen,"11.998.973,24"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Erträge,"59.353,91"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Aufwendungen,"2.330.633,76"
