Code-1,Code-2,Bezeichnung,Richtung,Betrag
03,0301,Leistungen für Schulen,Erträge,"1.613.164,95"
03,0301,Leistungen für Schulen,Aufwendungen,"24.548.424,87"
03,0302,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,Erträge,"1.475.066,17"
03,0302,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,Aufwendungen,"11.058.633,45"
04,0401,Kulturmanagement / Kulturförderung,Erträge,"448.906,83"
04,0401,Kulturmanagement / Kulturförderung,Aufwendungen,"3.784.774,15"
04,0402,Volkshochschule,Erträge,"2.841.031,00"
04,0402,Volkshochschule,Aufwendungen,"3.815.106,28"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Erträge,"1.958.674,69"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Aufwendungen,"4.332.698,85"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Erträge,"882.163,31"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Aufwendungen,"4.864.040,05"
04,0405,Stadtmuseum,Erträge,"312.654,25"
04,0405,Stadtmuseum,Aufwendungen,"1.593.729,38"
04,0406,Stadtarchiv,Erträge,"9.685,23"
04,0406,Stadtarchiv,Aufwendungen,"703.203,10"
04,0407,Städtische Bühnen,Erträge,"180.279,60"
04,0407,Städtische Bühnen,Aufwendungen,"19.003.029,26"
04,0408,Geschichtsort Villa ten Hompel,Erträge,"88.176,19"
04,0408,Geschichtsort Villa ten Hompel,Aufwendungen,"457.736,28"
05,0501,,Erträge,"18.550.765,71"
05,0501,,Aufwendungen,"54.648.851,73"
05,0502,Sicherung des Lebensunterhalts (ohne SGB II),Erträge,"3.423.631,08"
05,0502,Sicherung des Lebensunterhalts (ohne SGB II),Aufwendungen,"27.165.248,63"
05,0503,Sicherung besonderer sozialer Bedarfe,Erträge,"4.641.254,50"
05,0503,Sicherung besonderer sozialer Bedarfe,Aufwendungen,"33.513.942,71"
05,0504,Wohngeld,Erträge,"2.738,40"
05,0504,Wohngeld,Aufwendungen,"931.423,25"
05,0505,Lastenausgleich,Erträge,"659.071,31"
05,0505,Lastenausgleich,Aufwendungen,"705.952,98"
06,0601,Förderung von Kindern in Tagesbetreuung,Erträge,"33.622.334,49"
06,0601,Förderung von Kindern in Tagesbetreuung,Aufwendungen,"61.901.026,56"
06,0602,Kinder- und Jugendarbeit,Erträge,"4.402.568,40"
06,0602,Kinder- und Jugendarbeit,Aufwendungen,"11.973.404,40"
06,0603,Förd.von benachteiligten jungen Menschen,Erträge,"621.032,55"
06,0603,Förd.von benachteiligten jungen Menschen,Aufwendungen,"3.943.460,73"
06,0604,Familienförderung,Erträge,"144.329,41"
06,0604,Familienförderung,Aufwendungen,"2.527.556,59"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Erträge,"4.771.349,20"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Aufwendungen,"42.493.358,09"
07,0701,Gesundheitsdienste,Erträge,"1.045.832,79"
07,0701,Gesundheitsdienste,Aufwendungen,"9.545.431,08"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Erträge,"663.155,83"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Aufwendungen,"7.489.561,40"
08,0802,Bäder,Erträge,"836.570,41"
08,0802,Bäder,Aufwendungen,"3.547.438,00"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Erträge,"237.691,54"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Aufwendungen,"4.258.273,71"
09,0902,"Vermessung, Kataster und Geoinformation",Erträge,"845.200,13"
09,0902,"Vermessung, Kataster und Geoinformation",Aufwendungen,"6.774.878,26"
