Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Einnamen,"9.855,50"
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Ausgaben,"138.192,66"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Einnamen,"76.263,91"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Ausgaben,"4.127.541,87"
01,0103,"OB, BM und Verwaltungsführung",Einnamen,"50.190,54"
01,0103,"OB, BM und Verwaltungsführung",Ausgaben,"3.947.527,46"
01,0104,Gleichstellung von Frau und Mann,Einnamen,"14.888,54"
01,0104,Gleichstellung von Frau und Mann,Ausgaben,"657.554,55"
01,0105,Personal- und Schwerbehindertenvertretung,Einnamen,"127.306,64"
01,0105,Personal- und Schwerbehindertenvertretung,Ausgaben,"914.053,48"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Einnamen,"43.583,69"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Ausgaben,"1.177.198,12"
01,0107,Public Relations,Einnamen,"80.679,26"
01,0107,Public Relations,Ausgaben,"1.283.411,46"
01,0108,Personal- und Organisationsmanagement,Einnamen,"1.396.014,85"
01,0108,Personal- und Organisationsmanagement,Ausgaben,"8.775.589,19"
01,0109,Finanz- und Beteiligungsmanagement,Einnamen,"1.786.200,70"
01,0109,Finanz- und Beteiligungsmanagement,Ausgaben,"8.535.733,70"
01,0110,Recht,Einnamen,"982.353,98"
01,0110,Recht,Ausgaben,"1.958.717,76"
01,0111,Immobilienmanagement,Einnamen,"26.970.660,80"
01,0111,Immobilienmanagement,Ausgaben,"83.789.973,81"
01,0113,Zentrale Dienste,Einnamen,"1.442.744,52"
01,0113,Zentrale Dienste,Ausgaben,"2.803.815,69"
01,0114,Stiftungsmanagement,Einnamen,"167.952,48"
01,0114,Stiftungsmanagement,Ausgaben,"375.111,40"
01,0115,IT-Management (citeq),Einnamen,"416.675,17"
01,0115,IT-Management (citeq),Ausgaben,"331.548,29"
01,0116,Migrations- und Integrationsmanagement,Einnamen,"39.765,19"
01,0116,Migrations- und Integrationsmanagement,Ausgaben,"536.813,46"
02,0201,Ordnungsrechtliche Angelegenheiten,Einnamen,"801.892,12"
02,0201,Ordnungsrechtliche Angelegenheiten,Ausgaben,"1.954.970,13"
02,0202,Gewerberechtliche Angelegenheiten,Einnamen,"1.309.074,76"
02,0202,Gewerberechtliche Angelegenheiten,Ausgaben,"1.759.658,62"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Einnamen,"7.670.260,95"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Ausgaben,"7.311.132,61"
02,0204,Bürgerangelegenheiten,Einnamen,"2.044.083,83"
02,0204,Bürgerangelegenheiten,Ausgaben,"6.460.164,38"
02,0205,Standesamtsangelegenheiten,Einnamen,"644.846,78"
02,0205,Standesamtsangelegenheiten,Ausgaben,"1.422.145,82"
02,0206,Ausländerangelegenheiten,Einnamen,"523.879,76"
02,0206,Ausländerangelegenheiten,Ausgaben,"2.034.037,43"
02,0207,Statistik,Einnamen,"917,25"
02,0207,Statistik,Ausgaben,"591.874,19"
02,0208,Wahlen,Einnamen,"211.000,00"
02,0208,Wahlen,Ausgaben,"461.533,17"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Einnamen,"1.021.433,23"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Ausgaben,"23.118.412,35"
02,0210,Rettungsdienst,Einnamen,"10.680.482,69"
02,0210,Rettungsdienst,Ausgaben,"8.198.536,74"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Einnamen,"77.083,23"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Ausgaben,"2.273.357,43"
