Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Erträge,"0,00"
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Aufwendungen,"203.947,82"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Erträge,"278.768,88"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Aufwendungen,"4.682.064,01"
01,0103,"OB, BM und Verwaltungsführung",Erträge,"73.435,65"
01,0103,"OB, BM und Verwaltungsführung",Aufwendungen,"3.269.637,59"
01,0104,Gleichstellung von Frau und Mann,Erträge,"21.456,86"
01,0104,Gleichstellung von Frau und Mann,Aufwendungen,"614.606,82"
01,0105,Personal- und Schwerbehindertenvertretung,Erträge,"105.985,14"
01,0105,Personal- und Schwerbehindertenvertretung,Aufwendungen,"1.061.613,31"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Erträge,"42.041,00"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Aufwendungen,"1.126.562,90"
01,0107,Public Relations,Erträge,"75.067,39"
01,0107,Public Relations,Aufwendungen,"1.248.824,20"
01,0108,Personal- und Organisationsmanagement,Erträge,"1.957.495,03"
01,0108,Personal- und Organisationsmanagement,Aufwendungen,"6.383.824,00"
01,0109,Finanz- und Beteiligungsmanagement,Erträge,"1.840.135,00"
01,0109,Finanz- und Beteiligungsmanagement,Aufwendungen,"7.087.031,73"
01,0110,Recht,Erträge,"489.691,30"
01,0110,Recht,Aufwendungen,"2.210.816,51"
01,0111,Immobilienmanagement,Erträge,"38.484.913,40"
01,0111,Immobilienmanagement,Aufwendungen,"82.039.426,62"
01,0113,Zentrale Dienste,Erträge,"1.318.488,56"
01,0113,Zentrale Dienste,Aufwendungen,"2.341.975,61"
01,0114,Stiftungsmanagement,Erträge,"158.828,56"
01,0114,Stiftungsmanagement,Aufwendungen,"338.921,36"
01,0115,IT-Management (citeq),Erträge,"0,00"
01,0115,IT-Management (citeq),Aufwendungen,"331.548,29"
01,0116,Migrations- und Integrationsmanagement,Erträge,"39.940,61"
01,0116,Migrations- und Integrationsmanagement,Aufwendungen,"490.049,37"
02,0201,Ordnungsrechtliche Angelegenheiten,Erträge,"728.762,35"
02,0201,Ordnungsrechtliche Angelegenheiten,Aufwendungen,"2.099.433,83"
02,0202,Gewerberechtliche Angelegenheiten,Erträge,"1.316.367,14"
02,0202,Gewerberechtliche Angelegenheiten,Aufwendungen,"1.474.657,22"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Erträge,"8.236.221,85"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Aufwendungen,"6.993.910,18"
02,0204,Bürgerangelegenheiten,Erträge,"2.395.184,37"
02,0204,Bürgerangelegenheiten,Aufwendungen,"6.552.086,93"
02,0205,Standesamtsangelegenheiten,Erträge,"505.371,25"
02,0205,Standesamtsangelegenheiten,Aufwendungen,"1.254.440,79"
02,0206,Ausländerangelegenheiten,Erträge,"587.450,56"
02,0206,Ausländerangelegenheiten,Aufwendungen,"1.901.741,04"
02,0207,Statistik,Erträge,"1.232,26"
02,0207,Statistik,Aufwendungen,"532.046,47"
02,0208,Wahlen,Erträge,"421.094,72"
02,0208,Wahlen,Aufwendungen,"737.777,39"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Erträge,"662.393,06"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Aufwendungen,"22.756.251,22"
02,0210,Rettungsdienst,Erträge,"8.503.795,61"
02,0210,Rettungsdienst,Aufwendungen,"10.353.273,94"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Erträge,"88.401,71"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Aufwendungen,"2.148.941,82"
03,0301,Leistungen für Schulen,Erträge,"1.932.054,21"
03,0301,Leistungen für Schulen,Aufwendungen,"26.274.154,53"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Erträge,"568.034,46"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Aufwendungen,"10.580.084,15"
04,0401,Kulturmanagement / Kulturförderung,Erträge,"608.011,41"
04,0401,Kulturmanagement / Kulturförderung,Aufwendungen,"3.939.076,66"
04,0402,Volkshochschule,Erträge,"2.705.585,00"
04,0402,Volkshochschule,Aufwendungen,"3.867.554,89"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Erträge,"2.212.887,63"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Aufwendungen,"4.443.690,23"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Erträge,"764.399,28"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Aufwendungen,"5.004.443,12"
04,0405,Stadtmuseum,Erträge,"189.074,54"
04,0405,Stadtmuseum,Aufwendungen,"1.556.851,44"
04,0406,Stadtarchiv,Erträge,"8.687,87"
04,0406,Stadtarchiv,Aufwendungen,"709.990,35"
04,0407,Theater Münster,Erträge,"25.000,00"
04,0407,Theater Münster,Aufwendungen,"19.335.622,12"
04,0408,Geschichtsort Villa ten Hompel,Erträge,"269.709,24"
04,0408,Geschichtsort Villa ten Hompel,Aufwendungen,"630.604,63"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Erträge,"103.262.709,33"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Aufwendungen,"134.194.172,56"
05,0502,Sicherung des Lebensunterhalts,Erträge,"12.323.865,55"
05,0502,Sicherung des Lebensunterhalts,Aufwendungen,"33.789.180,50"
05,0503,Sicherung besonderer sozialer Bedarfe,Erträge,"6.442.647,07"
05,0503,Sicherung besonderer sozialer Bedarfe,Aufwendungen,"37.462.187,66"
05,0504,Wohngeld,Erträge,"6.611,68"
05,0504,Wohngeld,Aufwendungen,"931.684,35"
06,0601,Förderung von Kindern in Tagesbetreuung,Erträge,"51.994.607,87"
06,0601,Förderung von Kindern in Tagesbetreuung,Aufwendungen,"77.683.969,94"
06,0602,Kinder- und Jugendarbeit,Erträge,"6.990.605,98"
06,0602,Kinder- und Jugendarbeit,Aufwendungen,"15.275.665,77"
06,0603,Förderung von benachteiligten jungen Menschen,Erträge,"341.429,12"
06,0603,Förderung von benachteiligten jungen Menschen,Aufwendungen,"4.042.921,68"
06,0604,Familienförderung,Erträge,"252.281,97"
06,0604,Familienförderung,Aufwendungen,"3.055.425,53"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Erträge,"5.854.175,00"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Aufwendungen,"42.357.568,47"
07,0701,Gesundheitsdienste,Erträge,"705.168,42"
07,0701,Gesundheitsdienste,Aufwendungen,"9.499.777,34"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Erträge,"682.164,63"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Aufwendungen,"6.568.366,79"
08,0802,Bäder,Erträge,"1.244.649,41"
08,0802,Bäder,Aufwendungen,"4.056.743,50"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Erträge,"31.410,57"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Aufwendungen,"3.859.918,58"
09,0902,"Vermessung, Kataster und Geoinformation",Erträge,"910.298,86"
09,0902,"Vermessung, Kataster und Geoinformation",Aufwendungen,"6.529.618,03"
10,1001,Bauaufsicht und baurechtliche Beratung,Erträge,"2.560.796,79"
10,1001,Bauaufsicht und baurechtliche Beratung,Aufwendungen,"3.445.009,74"
10,1002,Denkmalschutz und Denkmalpflege,Erträge,"372.208,50"
10,1002,Denkmalschutz und Denkmalpflege,Aufwendungen,"814.339,35"
10,1003,Wohnen,Erträge,"319.714,74"
10,1003,Wohnen,Aufwendungen,"2.241.583,48"
