Code-1,Code-2,Bezeichnung,Richtung,Betrag
03,0301,Leistungen für Schulen,Erträge,"2.110.178,09"
03,0301,Leistungen für Schulen,Aufwendungen,"25.256.935,84"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Erträge,"656.904,31"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Aufwendungen,"10.865.614,78"
04,0401,Kulturmanagement / Kulturförderung,Erträge,"549.617,24"
04,0401,Kulturmanagement / Kulturförderung,Aufwendungen,"4.040.699,20"
04,0402,Volkshochschule,Erträge,"2.499.728,26"
04,0402,Volkshochschule,Aufwendungen,"3.908.169,36"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Erträge,"2.057.153,59"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Aufwendungen,"4.320.526,57"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Erträge,"821.633,42"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Aufwendungen,"5.078.812,13"
04,0405,Stadtmuseum,Erträge,"212.053,98"
04,0405,Stadtmuseum,Aufwendungen,"1.636.213,19"
04,0406,Stadtarchiv,Erträge,"16.623,13"
04,0406,Stadtarchiv,Aufwendungen,"706.186,34"
04,0407,Theater Münster,Erträge,"25.000,00"
04,0407,Theater Münster,Aufwendungen,"18.989.299,96"
04,0408,Geschichtsort Villa ten Hompel,Erträge,"103.195,62"
04,0408,Geschichtsort Villa ten Hompel,Aufwendungen,"526.596,51"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Erträge,"26.041.760,07"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Aufwendungen,"59.170.356,18"
05,0502,Sicherung des Lebensunterhalts,Erträge,"4.155.870,24"
05,0502,Sicherung des Lebensunterhalts,Aufwendungen,"32.883.028,52"
05,0503,Sicherung besonderer sozialer Bedarfe,Erträge,"4.304.112,99"
05,0503,Sicherung besonderer sozialer Bedarfe,Aufwendungen,"37.373.232,70"
