Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Einnamen,
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Ausgaben,"172.862,84"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Einnamen,"52.140,99"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Ausgaben,"5.457.535,20"
01,0103,"OB, BM und Verwaltungsführung",Einnamen,"49.821,20"
01,0103,"OB, BM und Verwaltungsführung",Ausgaben,"3.356.903,42"
01,0104,Gleichstellung von Frau und Mann,Einnamen,"22.364,42"
01,0104,Gleichstellung von Frau und Mann,Ausgaben,"625.821,63"
01,0105,Personal- und Schwerbehindertenvertretung,Einnamen,"118.542,19"
01,0105,Personal- und Schwerbehindertenvertretung,Ausgaben,"797.586,69"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Einnamen,"43.400,00"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Ausgaben,"1.252.094,55"
01,0107,Public Relations,Einnamen,"76.928,70"
01,0107,Public Relations,Ausgaben,"1.274.995,28"
01,0108,Personal- und Organisationsmanagement,Einnamen,"2.282.662,64"
01,0108,Personal- und Organisationsmanagement,Ausgaben,"8.484.635,77"
01,0109,Finanz- und Beteiligungsmanagement,Einnamen,"2.057.040,34"
01,0109,Finanz- und Beteiligungsmanagement,Ausgaben,"9.348.835,83"
01,0110,Recht,Einnamen,"687.978,56"
01,0110,Recht,Ausgaben,"1.978.487,79"
01,0111,Immobilienmanagement,Einnamen,"29.197.215,86"
01,0111,Immobilienmanagement,Ausgaben,"82.198.803,47"
01,0113,Zentrale Dienste,Einnamen,"1.634.267,81"
01,0113,Zentrale Dienste,Ausgaben,"2.896.284,95"
01,0114,Stiftungsmanagement,Einnamen,"319.343,55"
01,0114,Stiftungsmanagement,Ausgaben,"358.300,57"
01,0115,IT-Management (citeq),Einnamen,"0,00"
01,0115,IT-Management (citeq),Ausgaben,"0,00"
01,0116,Migrations- und Integrationsmanagement,Einnamen,"156.166,08"
01,0116,Migrations- und Integrationsmanagement,Ausgaben,"689.878,33"
02,0201,Ordnungsrechtliche Angelegenheiten,Einnamen,"677.154,20"
02,0201,Ordnungsrechtliche Angelegenheiten,Ausgaben,"2.131.741,45"
02,0202,Gewerberechtliche Angelegenheiten,Einnamen,"1.255.217,80"
02,0202,Gewerberechtliche Angelegenheiten,Ausgaben,"1.611.770,62"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Einnamen,"8.862.686,22"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Ausgaben,"7.539.060,20"
02,0204,Bürgerangelegenheiten,Einnamen,"2.656.252,81"
02,0204,Bürgerangelegenheiten,Ausgaben,"6.618.441,31"
02,0205,Standesamtsangelegenheiten,Einnamen,"514.217,49"
02,0205,Standesamtsangelegenheiten,Ausgaben,"1.397.161,37"
02,0206,Ausländerangelegenheiten,Einnamen,"412.537,88"
02,0206,Ausländerangelegenheiten,Ausgaben,"1.836.182,56"
02,0207,Statistik,Einnamen,"1.579,06"
02,0207,Statistik,Ausgaben,"544.794,71"
02,0208,Wahlen,Einnamen,"409.521,00"
02,0208,Wahlen,Ausgaben,"622.203,73"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Einnamen,"1.321.945,21"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Ausgaben,"19.991.566,98"
02,0210,Rettungsdienst,Einnamen,"9.400.885,28"
02,0210,Rettungsdienst,Ausgaben,"9.366.799,86"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Einnamen,"90.860,67"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Ausgaben,"2.304.280,54"
03,0301,Leistungen für Schulen,Einnamen,"2.110.178,09"
03,0301,Leistungen für Schulen,Ausgaben,"25.256.935,84"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Einnamen,"656.904,31"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Ausgaben,"10.865.614,78"
04,0401,Kulturmanagement / Kulturförderung,Einnamen,"549.617,24"
04,0401,Kulturmanagement / Kulturförderung,Ausgaben,"4.040.699,20"
04,0402,Volkshochschule,Einnamen,"2.499.728,26"
04,0402,Volkshochschule,Ausgaben,"3.908.169,36"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Einnamen,"2.057.153,59"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Ausgaben,"4.320.526,57"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Einnamen,"821.633,42"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Ausgaben,"5.078.812,13"
04,0405,Stadtmuseum,Einnamen,"212.053,98"
04,0405,Stadtmuseum,Ausgaben,"1.636.213,19"
04,0406,Stadtarchiv,Einnamen,"16.623,13"
04,0406,Stadtarchiv,Ausgaben,"706.186,34"
04,0407,Theater Münster,Einnamen,"25.000,00"
04,0407,Theater Münster,Ausgaben,"18.989.299,96"
04,0408,Geschichtsort Villa ten Hompel,Einnamen,"103.195,62"
04,0408,Geschichtsort Villa ten Hompel,Ausgaben,"526.596,51"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Einnamen,"26.041.760,07"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Ausgaben,"59.170.356,18"
05,0502,Sicherung des Lebensunterhalts,Einnamen,"4.155.870,24"
05,0502,Sicherung des Lebensunterhalts,Ausgaben,"32.883.028,52"
05,0503,Sicherung besonderer sozialer Bedarfe,Einnamen,"4.304.112,99"
05,0503,Sicherung besonderer sozialer Bedarfe,Ausgaben,"37.373.232,70"
05,0504,Wohngeld,Einnamen,"6.576,00"
05,0504,Wohngeld,Ausgaben,"1.566.689,46"
05,0505,Lastenausgleich,Einnamen,"261.497,92"
05,0505,Lastenausgleich,Ausgaben,"97.759,12"
06,0601,Förderung von Kindern in Tagesbetreuung,Einnamen,"37.006.116,81"
06,0601,Förderung von Kindern in Tagesbetreuung,Ausgaben,"72.650.496,92"
06,0602,Kinder- und Jugendarbeit,Einnamen,"6.305.624,82"
06,0602,Kinder- und Jugendarbeit,Ausgaben,"14.402.061,52"
06,0603,Förderung von benachteiligten jungen Menschen,Einnamen,"489.154,02"
06,0603,Förderung von benachteiligten jungen Menschen,Ausgaben,"3.705.880,76"
06,0604,Familienförderung,Einnamen,"187.930,97"
06,0604,Familienförderung,Ausgaben,"2.920.619,72"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Einnamen,"5.979.736,70"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Ausgaben,"42.636.228,02"
07,0701,Gesundheitsdienste,Einnamen,"777.029,36"
07,0701,Gesundheitsdienste,Ausgaben,"9.592.130,44"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Einnamen,"699.339,77"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Ausgaben,"7.286.890,91"
08,0802,Bäder,Einnamen,"1.118.155,62"
08,0802,Bäder,Ausgaben,"4.037.771,11"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Einnamen,"88.017,08"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Ausgaben,"4.320.556,49"
09,0902,"Vermessung, Kataster und Geoinformation",Einnamen,"1.059.378,99"
09,0902,"Vermessung, Kataster und Geoinformation",Ausgaben,"6.821.792,24"
10,1001,Bauaufsicht und baurechtliche Beratung,Einnamen,"3.029.089,80"
10,1001,Bauaufsicht und baurechtliche Beratung,Ausgaben,"3.940.521,97"
10,1002,Denkmalschutz und Denkmalpflege,Einnamen,"453.866,28"
10,1002,Denkmalschutz und Denkmalpflege,Ausgaben,"884.613,61"
10,1003,Wohnen,Einnamen,"374.511,93"
10,1003,Wohnen,Ausgaben,"2.537.866,79"
11,1101,Abwasserbeseitigung,Einnamen,"63.261.767,40"
11,1101,Abwasserbeseitigung,Ausgaben,"37.508.046,96"
11,1102,Abfallwirtschaft (AWM),Einnamen,"1.561.358,81"
11,1102,Abfallwirtschaft (AWM),Ausgaben,"0,00"
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Einnamen,"28.276.069,95"
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Ausgaben,"60.310.437,83"
12,1202,Verkehrsplanung,Einnamen,"3.760.513,95"
12,1202,Verkehrsplanung,Ausgaben,"2.227.204,59"
13,1301,Grün- und Freiflächen,Einnamen,"1.824.124,19"
13,1301,Grün- und Freiflächen,Ausgaben,"12.973.887,27"
13,1302,Friedhöfe,Einnamen,"1.544.325,58"
13,1302,Friedhöfe,Ausgaben,"1.790.421,13"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Einnamen,"327.777,72"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Ausgaben,"2.805.344,32"
13,1304,Fließende Gewässer,Einnamen,"576.242,51"
13,1304,Fließende Gewässer,Ausgaben,"1.011.432,04"
13,1305,Wald und Forstwirtschaft,Einnamen,"196.092,58"
13,1305,Wald und Forstwirtschaft,Ausgaben,"352.269,89"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Einnamen,"481.206,52"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Ausgaben,"2.281.624,79"
15,1501,Anteile an Unternehmen,Einnamen,"20.502.506,65"
15,1501,Anteile an Unternehmen,Ausgaben,"5.463.894,20"
15,1502,Stadtmarketing (MM),Einnamen,"0,00"
15,1502,Stadtmarketing (MM),Ausgaben,"2.600.000,00"
15,1503,Stadthalle Hiltrup,Einnamen,"188.285,66"
15,1503,Stadthalle Hiltrup,Ausgaben,"291.316,64"
16,1601,Allgemeine Finanzwirtschaft,Einnamen,"500.868.612,84"
16,1601,Allgemeine Finanzwirtschaft,Ausgaben,"127.722.889,78"
17,1701,Rechtlich unselbständige Stiftungen,Einnamen,"45.345,54"
17,1701,Rechtlich unselbständige Stiftungen,Ausgaben,"75.486,52"
