Code-1,Code-2,Bezeichnung,Richtung,Betrag
03,0301,Leistungen für Schulen,Erträge,"1.951.148,76"
03,0301,Leistungen für Schulen,Aufwendungen,"25.920.239,74"
03,0302,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,Erträge,"1.536.578,03"
03,0302,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,Aufwendungen,"11.244.428,55"
04,0401,Kulturmanagement / Kulturförderung,Erträge,"797.953,30"
04,0401,Kulturmanagement / Kulturförderung,Aufwendungen,"4.214.054,67"
04,0402,Volkshochschule,Erträge,"2.913.366,88"
04,0402,Volkshochschule,Aufwendungen,"3.922.138,38"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Erträge,"2.038.113,79"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Aufwendungen,"4.410.083,81"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Erträge,"848.825,14"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Aufwendungen,"5.047.283,60"
04,0405,Stadtmuseum,Erträge,"322.291,56"
04,0405,Stadtmuseum,Aufwendungen,"1.619.971,76"
04,0406,Stadtarchiv,Erträge,"56.561,59"
04,0406,Stadtarchiv,Aufwendungen,"695.877,37"
04,0407,Städtische Bühnen,Erträge,"4.166,67"
04,0407,Städtische Bühnen,Aufwendungen,"19.164.466,63"
04,0408,Geschichtsort Villa ten Hompel,Erträge,"81.205,93"
04,0408,Geschichtsort Villa ten Hompel,Aufwendungen,"477.464,63"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Erträge,"17.808.180,27"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Aufwendungen,"55.649.965,56"
05,0502,Sicherung des Lebensunterhalts (ohne SGB II),Erträge,"3.577.583,62"
05,0502,Sicherung des Lebensunterhalts (ohne SGB II),Aufwendungen,"28.103.520,98"
05,0503,Sicherung besonderer sozialer Bedarfe,Erträge,"3.997.153,33"
