Code-1,Code-2,Bezeichnung,Richtung,Betrag
03,0301,Leistungen für Schulen,Einnamen,"2.692.424,21"
03,0301,Leistungen für Schulen,Ausgaben,"27.743.389,75"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Einnamen,"447.851,99"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Ausgaben,"12.127.906,37"
04,0401,Kulturmanagement / Kulturförderung,Einnamen,"509.847,83"
04,0401,Kulturmanagement / Kulturförderung,Ausgaben,"4.401.027,71"
04,0402,Volkshochschule,Einnamen,"2.338.602,55"
04,0402,Volkshochschule,Ausgaben,"3.707.870,12"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Einnamen,"2.295.345,25"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Ausgaben,"4.905.704,02"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Einnamen,"717.211,68"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Ausgaben,"5.330.810,93"
04,0405,Stadtmuseum,Einnamen,"163.825,39"
04,0405,Stadtmuseum,Ausgaben,"1.790.768,65"
04,0406,Stadtarchiv,Einnamen,"20.411,96"
04,0406,Stadtarchiv,Ausgaben,"775.168,10"
04,0407,Theater Münster,Einnamen,"25.000,00"
04,0407,Theater Münster,Ausgaben,"19.602.788,68"
04,0408,Geschichtsort Villa ten Hompel,Einnamen,"272.146,65"
04,0408,Geschichtsort Villa ten Hompel,Ausgaben,"884.354,66"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Einnamen,"120.564.353,36"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Ausgaben,"154.499.203,71"
05,0502,Sicherung des Lebensunterhalts,Einnamen,"38.821.406,62"
05,0502,Sicherung des Lebensunterhalts,Ausgaben,"52.277.821,75"
05,0503,Sicherung besonderer sozialer Bedarfe,Einnamen,"6.828.895,03"
05,0503,Sicherung besonderer sozialer Bedarfe,Ausgaben,"47.238.429,14"
05,0504,Wohngeld,Einnamen,"3.400,04"
05,0504,Wohngeld,Ausgaben,"970.138,28"
06,0601,Förderung von Kindern in Tagesbetreuung,Einnamen,"62.333.760,43"
