Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Erträge,0
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Aufwendungen,"135913,96"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Erträge,"208342,88"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Aufwendungen,"3822642,01"
01,0103,"OB, BM und Verwaltungsführung",Erträge,"74829,71"
01,0103,"OB, BM und Verwaltungsführung",Aufwendungen,"4694292,97"
01,0104,Gleichstellung von Frau und Mann,Erträge,"15699,6"
01,0104,Gleichstellung von Frau und Mann,Aufwendungen,"859776,37"
01,0105,Personal- und Schwerbehindertenvertretung,Erträge,"150430,56"
01,0105,Personal- und Schwerbehindertenvertretung,Aufwendungen,"1272378,08"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Erträge,66714
01,0106,Wirtschaftlichkeitsprüfung und Revision,Aufwendungen,"1363394,19"
01,0107,Public Relations,Erträge,"66129,45"
01,0107,Public Relations,Aufwendungen,"1419433,72"
01,0108,Personal- und Organisationsmanagement,Erträge,"2463379,34"
01,0108,Personal- und Organisationsmanagement,Aufwendungen,"9048126,74"
01,0109,Finanz- und Beteiligungsmanagement,Erträge,"1657395,19"
01,0109,Finanz- und Beteiligungsmanagement,Aufwendungen,"9232947,96"
01,0110,Recht,Erträge,"453350,65"
01,0110,Recht,Aufwendungen,"2082331,59"
01,0111,Immobilienmanagement,Erträge,"33689510,7"
01,0111,Immobilienmanagement,Aufwendungen,"95699656,15"
01,0113,Zentrale Dienste,Erträge,"1383125,58"
01,0113,Zentrale Dienste,Aufwendungen,"2975541,4"
01,0114,Verwaltung der Kommunalen Stiftungen,Erträge,"187367,39"
01,0114,Verwaltung der Kommunalen Stiftungen,Aufwendungen,"422830,49"
01,0115,IT-Management (citeq),Erträge,"382830,61"
01,0115,IT-Management (citeq),Aufwendungen,"330791,53"
01,0116,Migrations- und Integrationsmanagement,Erträge,"315252,85"
01,0116,Migrations- und Integrationsmanagement,Aufwendungen,"951760,07"
02,0201,Ordnungsrechtliche Angelegenheiten,Erträge,"682275,51"
02,0201,Ordnungsrechtliche Angelegenheiten,Aufwendungen,"2603474,12"
02,0202,Gewerberechtliche Angelegenheiten,Erträge,"1286276,51"
02,0202,Gewerberechtliche Angelegenheiten,Aufwendungen,"1758163,32"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Erträge,"8844510,55"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Aufwendungen,"8114487,01"
02,0204,Bürgerangelegenheiten,Erträge,"2607000,69"
02,0204,Bürgerangelegenheiten,Aufwendungen,"6812278,9"
02,0205,Standesamtsangelegenheiten,Erträge,"719605,4"
02,0205,Standesamtsangelegenheiten,Aufwendungen,"1574027,26"
02,0206,Ausländerangelegenheiten,Erträge,"527150,82"
02,0206,Ausländerangelegenheiten,Aufwendungen,"2579803,39"
02,0207,Statistik,Erträge,"1152,25"
02,0207,Statistik,Aufwendungen,"614004,02"
02,0208,Wahlen,Erträge,"-113,45"
02,0208,Wahlen,Aufwendungen,"363719,47"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Erträge,"1444692,23"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Aufwendungen,"26731068,9"
02,0210,Rettungsdienst,Erträge,"11329984,31"
02,0210,Rettungsdienst,Aufwendungen,"15471164,23"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Erträge,"132726,67"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Aufwendungen,"2307935,27"
