Code-1,Code-2,Bezeichnung,Richtung,Betrag
03,0301,Leistungen für Schulen,Erträge,"2.184.685,88"
03,0301,Leistungen für Schulen,Aufwendungen,"27.022.977,15"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Erträge,"418.389,52"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Aufwendungen,"11.729.050,99"
04,0401,Kulturmanagement / Kulturförderung,Erträge,"651.670,15"
04,0401,Kulturmanagement / Kulturförderung,Aufwendungen,"3.892.231,37"
04,0402,Volkshochschule,Erträge,"2.477.298,76"
04,0402,Volkshochschule,Aufwendungen,"4.098.066,85"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Erträge,"2.154.689,02"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Aufwendungen,"4.703.400,06"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Erträge,"762.410,89"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Aufwendungen,"5.102.540,60"
04,0405,Stadtmuseum,Erträge,"172.574,73"
04,0405,Stadtmuseum,Aufwendungen,"1.679.235,22"
04,0406,Stadtarchiv,Erträge,"13.548,29"
04,0406,Stadtarchiv,Aufwendungen,"760.080,45"
04,0407,Theater Münster,Erträge,"25.000,00"
04,0407,Theater Münster,Aufwendungen,"18.863.597,60"
04,0408,Geschichtsort Villa ten Hompel,Erträge,"342.749,63"
04,0408,Geschichtsort Villa ten Hompel,Aufwendungen,"866.124,66"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Erträge,"113.309.495,38"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Aufwendungen,"149.203.840,24"
05,0502,Sicherung des Lebensunterhalts,Erträge,"25.452.648,04"
05,0502,Sicherung des Lebensunterhalts,Aufwendungen,"43.702.231,93"
05,0503,Sicherung besonderer sozialer Bedarfe,Erträge,"5.071.288,99"
05,0503,Sicherung besonderer sozialer Bedarfe,Aufwendungen,"41.515.162,39"
05,0504,Wohngeld,Erträge,"4.803,26"
05,0504,Wohngeld,Aufwendungen,"999.549,54"
06,0601,Förderung von Kindern in Tagesbetreuung,Erträge,"58.943.925,75"
06,0601,Förderung von Kindern in Tagesbetreuung,Aufwendungen,"93.659.491,97"
06,0602,Kinder- und Jugendarbeit,Erträge,"8.141.419,43"
06,0602,Kinder- und Jugendarbeit,Aufwendungen,"16.526.945,81"
06,0603,Förderung von benachteiligten jungen Menschen,Erträge,"318.524,51"
06,0603,Förderung von benachteiligten jungen Menschen,Aufwendungen,"4.708.199,71"
06,0604,Familienförderung,Erträge,"327.209,77"
06,0604,Familienförderung,Aufwendungen,"3.193.471,07"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Erträge,"6.477.655,58"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Aufwendungen,"45.554.080,96"
07,0701,Gesundheitsdienste,Erträge,"841.599,05"
07,0701,Gesundheitsdienste,Aufwendungen,"10.124.903,88"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Erträge,"881.789,90"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Aufwendungen,"7.069.539,18"
08,0802,Bäder,Erträge,"1.130.370,79"
08,0802,Bäder,Aufwendungen,"4.111.784,61"
