Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Erträge,"0,00"
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Aufwendungen,"153.940,97"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Erträge,"93.755,13"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Aufwendungen,"3.601.143,24"
01,0103,"OB, BM und Verwaltungsführung",Erträge,"65.546,99"
01,0103,"OB, BM und Verwaltungsführung",Aufwendungen,"4.314.991,93"
01,0104,Gleichstellung von Frau und Mann,Erträge,"19.040,88"
01,0104,Gleichstellung von Frau und Mann,Aufwendungen,"724.729,79"
01,0105,Personal- und Schwerbehindertenvertretung,Erträge,"137.420,50"
01,0105,Personal- und Schwerbehindertenvertretung,Aufwendungen,"1.182.675,25"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Erträge,"49.826,23"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Aufwendungen,"1.276.867,13"
01,0107,Public Relations,Erträge,"71.392,49"
01,0107,Public Relations,Aufwendungen,"1.377.346,84"
01,0108,Personal- und Organisationsmanagement,Erträge,"2.773.511,03"
01,0108,Personal- und Organisationsmanagement,Aufwendungen,"9.678.044,46"
01,0109,Finanz- und Beteiligungsmanagement,Erträge,"1.967.304,13"
01,0109,Finanz- und Beteiligungsmanagement,Aufwendungen,"8.501.274,08"
01,0110,Recht,Erträge,"503.463,99"
01,0110,Recht,Aufwendungen,"1.760.628,71"
01,0111,Immobilienmanagement,Erträge,"32.308.588,85"
01,0111,Immobilienmanagement,Aufwendungen,"88.495.262,43"
01,0113,Zentrale Dienste,Erträge,"1.625.205,35"
01,0113,Zentrale Dienste,Aufwendungen,"2.669.581,01"
01,0114,Verwaltung der Kommunalen Stiftungen,Erträge,"185.818,97"
01,0114,Verwaltung der Kommunalen Stiftungen,Aufwendungen,"399.011,65"
01,0115,IT-Management (citeq),Erträge,"502.683,76"
01,0115,IT-Management (citeq),Aufwendungen,"330.791,53"
01,0116,Migrations- und Integrationsmanagement,Erträge,"200.784,08"
01,0116,Migrations- und Integrationsmanagement,Aufwendungen,"745.685,19"
02,0201,Ordnungsrechtliche Angelegenheiten,Erträge,"301.564,63"
02,0201,Ordnungsrechtliche Angelegenheiten,Aufwendungen,"2.344.401,82"
02,0202,Gewerberechtliche Angelegenheiten,Erträge,"1.278.998,05"
02,0202,Gewerberechtliche Angelegenheiten,Aufwendungen,"1.729.800,41"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Erträge,"8.669.726,74"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Aufwendungen,"8.016.267,63"
02,0204,Bürgerangelegenheiten,Erträge,"2.308.950,27"
02,0204,Bürgerangelegenheiten,Aufwendungen,"6.720.007,91"
02,0205,Standesamtsangelegenheiten,Erträge,"711.673,33"
02,0205,Standesamtsangelegenheiten,Aufwendungen,"1.517.100,32"
02,0206,Ausländerangelegenheiten,Erträge,"539.793,49"
02,0206,Ausländerangelegenheiten,Aufwendungen,"2.092.534,23"
02,0207,Statistik,Erträge,"19.135,16"
02,0207,Statistik,Aufwendungen,"591.330,33"
02,0208,Wahlen,Erträge,"234,52"
02,0208,Wahlen,Aufwendungen,"434.784,34"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Erträge,"1.447.610,17"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Aufwendungen,"25.029.863,48"
02,0210,Rettungsdienst,Erträge,"13.726.925,51"
02,0210,Rettungsdienst,Aufwendungen,"11.998.973,24"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Erträge,"59.353,91"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Aufwendungen,"2.330.633,76"
03,0301,Leistungen für Schulen,Erträge,"2.692.424,21"
03,0301,Leistungen für Schulen,Aufwendungen,"27.743.389,75"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Erträge,"447.851,99"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Aufwendungen,"12.127.906,37"
04,0401,Kulturmanagement / Kulturförderung,Erträge,"509.847,83"
04,0401,Kulturmanagement / Kulturförderung,Aufwendungen,"4.401.027,71"
04,0402,Volkshochschule,Erträge,"2.338.602,55"
04,0402,Volkshochschule,Aufwendungen,"3.707.870,12"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Erträge,"2.295.345,25"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Aufwendungen,"4.905.704,02"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Erträge,"717.211,68"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Aufwendungen,"5.330.810,93"
04,0405,Stadtmuseum,Erträge,"163.825,39"
04,0405,Stadtmuseum,Aufwendungen,"1.790.768,65"
04,0406,Stadtarchiv,Erträge,"20.411,96"
04,0406,Stadtarchiv,Aufwendungen,"775.168,10"
04,0407,Theater Münster,Erträge,"25.000,00"
04,0407,Theater Münster,Aufwendungen,"19.602.788,68"
04,0408,Geschichtsort Villa ten Hompel,Erträge,"272.146,65"
04,0408,Geschichtsort Villa ten Hompel,Aufwendungen,"884.354,66"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Erträge,"120.564.353,36"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Aufwendungen,"154.499.203,71"
05,0502,Sicherung des Lebensunterhalts,Erträge,"38.821.406,62"
05,0502,Sicherung des Lebensunterhalts,Aufwendungen,"52.277.821,75"
05,0503,Sicherung besonderer sozialer Bedarfe,Erträge,"6.828.895,03"
05,0503,Sicherung besonderer sozialer Bedarfe,Aufwendungen,"47.238.429,14"
05,0504,Wohngeld,Erträge,"3.400,04"
05,0504,Wohngeld,Aufwendungen,"970.138,28"
06,0601,Förderung von Kindern in Tagesbetreuung,Erträge,"62.333.760,43"
06,0601,Förderung von Kindern in Tagesbetreuung,Aufwendungen,"97.151.053,22"
06,0602,Kinder- und Jugendarbeit,Erträge,"8.926.841,91"
06,0602,Kinder- und Jugendarbeit,Aufwendungen,"19.408.220,02"
06,0603,Förderung von benachteiligten jungen Menschen,Erträge,"360.910,15"
06,0603,Förderung von benachteiligten jungen Menschen,Aufwendungen,"4.435.132,62"
06,0604,Familienförderung,Erträge,"353.038,95"
06,0604,Familienförderung,Aufwendungen,"3.688.253,70"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Erträge,"7.165.579,36"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Aufwendungen,"45.080.675,58"
07,0701,Gesundheitsdienste,Erträge,"1.006.866,99"
07,0701,Gesundheitsdienste,Aufwendungen,"10.510.704,50"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Erträge,"1.133.051,00"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Aufwendungen,"7.213.084,60"
08,0802,Bäder,Erträge,"1.427.528,81"
08,0802,Bäder,Aufwendungen,"4.122.245,09"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Erträge,"170.382,50"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Aufwendungen,"4.958.819,58"
09,0902,"Vermessung, Kataster und Geoinformation",Erträge,"797.133,42"
09,0902,"Vermessung, Kataster und Geoinformation",Aufwendungen,"6.628.006,25"
10,1001,Bauaufsicht und baurechtliche Beratung,Erträge,"2.848.202,82"
10,1001,Bauaufsicht und baurechtliche Beratung,Aufwendungen,"3.998.838,28"
10,1002,Denkmalschutz und Denkmalpflege,Erträge,"651.606,92"
10,1002,Denkmalschutz und Denkmalpflege,Aufwendungen,"1.118.671,92"
10,1003,Wohnen,Erträge,"285.277,74"
10,1003,Wohnen,Aufwendungen,"2.227.941,32"
11,1101,Abwasserbeseitigung,Erträge,"65.038.884,76"
11,1101,Abwasserbeseitigung,Aufwendungen,"37.424.859,94"
11,1102,Abfallwirtschaft (AWM),Erträge,"9.940.169,48"
11,1102,Abfallwirtschaft (AWM),Aufwendungen,"0,00"
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Erträge,"27.287.058,10"
12,1201,Bereitstellung von Verkehrsflächen und -anlagen,Aufwendungen,"59.940.470,42"
12,1202,Verkehrsplanung,Erträge,"4.606.833,28"
12,1202,Verkehrsplanung,Aufwendungen,"5.509.091,21"
13,1301,Grün- und Freiflächen,Erträge,"1.660.922,83"
13,1301,Grün- und Freiflächen,Aufwendungen,"14.114.670,17"
13,1302,Friedhöfe,Erträge,"1.754.804,97"
13,1302,Friedhöfe,Aufwendungen,"1.848.279,00"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Erträge,"458.440,57"
13,1303,"Natur, Landschaft, Erholung, Wasserschutz",Aufwendungen,"3.038.690,10"
13,1304,Fließende Gewässer,Erträge,"842.841,43"
13,1304,Fließende Gewässer,Aufwendungen,"1.273.411,26"
13,1305,Wald und Forstwirtschaft,Erträge,"254.977,43"
13,1305,Wald und Forstwirtschaft,Aufwendungen,"431.070,61"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Erträge,"302.934,81"
14,1401,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",Aufwendungen,"2.383.016,28"
15,1501,Anteile an Unternehmen,Erträge,"19.999.944,41"
15,1501,Anteile an Unternehmen,Aufwendungen,"16.297.693,70"
15,1502,Stadtmarketing (MM),Erträge,"0,00"
15,1502,Stadtmarketing (MM),Aufwendungen,"2.592.490,00"
15,1503,Stadthalle Hiltrup,Erträge,"213.787,40"
15,1503,Stadthalle Hiltrup,Aufwendungen,"252.579,88"
16,1601,Allgemeine Finanzwirtschaft,Erträge,"552.144.458,73"
16,1601,Allgemeine Finanzwirtschaft,Aufwendungen,"141.320.613,57"
17,1701,Rechtlich unselbständige Stiftungen,Erträge,"93.139,89"
17,1701,Rechtlich unselbständige Stiftungen,Aufwendungen,"14.785,10"
