Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Erträge,"26.440,00"
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Aufwendungen,"287.386,46"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Erträge,"55.209,08"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Aufwendungen,"3.064.396,16"
01,0103,"OB, BM und Verwaltungsführung",Erträge,"43.500,00"
01,0103,"OB, BM und Verwaltungsführung",Aufwendungen,"3.067.955,15"
01,0104,Gleichstellung von Frau und Mann,Erträge,"17.649,05"
01,0104,Gleichstellung von Frau und Mann,Aufwendungen,"599.502,70"
01,0105,Personal- und Schwerbehindertenvertretung,Erträge,"73.465,00"
01,0105,Personal- und Schwerbehindertenvertretung,Aufwendungen,"755.911,28"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Erträge,"43.264,00"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Aufwendungen,"1.148.003,80"
01,0107,Public Relations,Erträge,"114.751,36"
01,0107,Public Relations,Aufwendungen,"1.237.207,03"
01,0108,Personal- und Organisationsmanagement,Erträge,"1.714.638,21"
01,0108,Personal- und Organisationsmanagement,Aufwendungen,"6.782.043,84"
01,0109,Finanz- und Beteiligungsmanagement,Erträge,"1.668.673,25"
01,0109,Finanz- und Beteiligungsmanagement,Aufwendungen,"7.861.124,74"
01,0110,Recht,Erträge,"444.694,21"
01,0110,Recht,Aufwendungen,"1.688.970,51"
01,0111,Immobilienmanagement,Erträge,"32.604.847,73"
01,0111,Immobilienmanagement,Aufwendungen,"24.700.627,03"
01,0112,Gebäudemanagement,Erträge,"8.944.860,16"
01,0112,Gebäudemanagement,Aufwendungen,"56.431.157,88"
01,0113,Zentrale Dienste,Erträge,"1.620.869,66"
01,0113,Zentrale Dienste,Aufwendungen,"3.747.762,05"
01,0114,Stiftungsmanagement,Erträge,"319.950,99"
01,0114,Stiftungsmanagement,Aufwendungen,"388.087,54"
01,0115,IT-Management (citeq),Erträge,"0,00"
01,0115,IT-Management (citeq),Aufwendungen,"0,00"
01,0116,Migrations- und Integrationsmanagement,Erträge,"176.417,30"
01,0116,Migrations- und Integrationsmanagement,Aufwendungen,"659.204,11"
02,0201,Ordnungsrechtliche Angelegenheiten,Erträge,"674.790,99"
02,0201,Ordnungsrechtliche Angelegenheiten,Aufwendungen,"2.070.765,37"
02,0202,Gewerberechtliche Angelegenheiten,Erträge,"1.468.939,07"
02,0202,Gewerberechtliche Angelegenheiten,Aufwendungen,"1.485.736,24"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Erträge,"9.062.184,15"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Aufwendungen,"6.732.100,97"
02,0204,Bürgerangelegenheiten,Erträge,"1.717.697,81"
02,0204,Bürgerangelegenheiten,Aufwendungen,"5.631.516,45"
02,0205,Standesamtsangelegenheiten,Erträge,"531.915,48"
02,0205,Standesamtsangelegenheiten,Aufwendungen,"1.220.554,94"
02,0206,Ausländerangelegenheiten,Erträge,"311.330,87"
02,0206,Ausländerangelegenheiten,Aufwendungen,"1.577.205,01"
02,0207,Statistik,Erträge,"1.618,07"
02,0207,Statistik,Aufwendungen,"590.315,76"
02,0208,Wahlen,Erträge,"502.619,84"
02,0208,Wahlen,Aufwendungen,"1.345.689,78"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Erträge,"987.400,01"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Aufwendungen,"21.802.217,00"
02,0210,Rettungsdienst,Erträge,"8.660.538,55"
02,0210,Rettungsdienst,Aufwendungen,"9.420.535,77"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Erträge,"85.331,85"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Aufwendungen,"2.086.480,37"
