Code-1,Code-2,Bezeichnung,Richtung,Betrag
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Erträge,"3.750,00"
01,0101,Bezirksvertretungen (frei verfügbare Mittel),Aufwendungen,"164.083,76"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Erträge,"174.053,97"
01,0102,"Geschäftsführung für politische Gremien, Städtepartnerschaften",Aufwendungen,"4.119.583,99"
01,0103,"OB, BM und Verwaltungsführung",Erträge,"54.092,10"
01,0103,"OB, BM und Verwaltungsführung",Aufwendungen,"5.244.625,80"
01,0104,Gleichstellung von Frau und Mann,Erträge,"15.313,68"
01,0104,Gleichstellung von Frau und Mann,Aufwendungen,"943.258,90"
01,0105,Personal- und Schwerbehindertenvertretung,Erträge,"142.744,17"
01,0105,Personal- und Schwerbehindertenvertretung,Aufwendungen,"1.344.615,66"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Erträge,"52.138,90"
01,0106,Wirtschaftlichkeitsprüfung und Revision,Aufwendungen,"1.543.649,77"
01,0107,Public Relations,Erträge,"75.299,37"
01,0107,Public Relations,Aufwendungen,"1.388.746,37"
01,0108,Personal- und Organisationsmanagement,Erträge,"2.400.889,10"
01,0108,Personal- und Organisationsmanagement,Aufwendungen,"10.243.291,23"
01,0109,Finanz- und Beteiligungsmanagement,Erträge,"1.917.004,72"
01,0109,Finanz- und Beteiligungsmanagement,Aufwendungen,"9.932.853,59"
01,0110,Recht,Erträge,"496.718,18"
01,0110,Recht,Aufwendungen,"1.892.060,10"
01,0111,Immobilienmanagement,Erträge,"34.608.119,15"
01,0111,Immobilienmanagement,Aufwendungen,"98.843.566,82"
01,0113,Zentrale Dienste,Erträge,"2.256.682,06"
01,0113,Zentrale Dienste,Aufwendungen,"3.013.643,02"
01,0114,Verwaltung der Kommunalen Stiftungen,Erträge,"224.374,49"
01,0114,Verwaltung der Kommunalen Stiftungen,Aufwendungen,"454.115,91"
01,0115,IT-Management (citeq),Erträge,"122.456,70"
01,0115,IT-Management (citeq),Aufwendungen,"334.562,98"
01,0116,Migrations- und Integrationsmanagement,Erträge,"406.964,66"
01,0116,Migrations- und Integrationsmanagement,Aufwendungen,"1.122.368,31"
02,0201,Ordnungsrechtliche Angelegenheiten,Erträge,"1.966.613,44"
02,0201,Ordnungsrechtliche Angelegenheiten,Aufwendungen,"4.206.839,33"
02,0202,Gewerberechtliche Angelegenheiten,Erträge,"1.244.400,40"
02,0202,Gewerberechtliche Angelegenheiten,Aufwendungen,"1.761.009,63"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Erträge,"8.745.553,54"
02,0203,Straßenverkehrsrechtliche Angelegenheiten,Aufwendungen,"8.434.340,47"
02,0204,Bürgerangelegenheiten,Erträge,"2.737.231,43"
02,0204,Bürgerangelegenheiten,Aufwendungen,"7.447.403,59"
02,0205,Standesamtsangelegenheiten,Erträge,"822.412,72"
02,0205,Standesamtsangelegenheiten,Aufwendungen,"1.530.589,54"
02,0206,Ausländerangelegenheiten,Erträge,"573.562,71"
02,0206,Ausländerangelegenheiten,Aufwendungen,"3.204.430,09"
02,0207,Statistik,Erträge,"1.727,26"
02,0207,Statistik,Aufwendungen,"592.274,92"
02,0208,Wahlen,Erträge,"466.806,11"
02,0208,Wahlen,Aufwendungen,"855.649,95"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Erträge,"1.714.837,19"
02,0209,Brandschutz und feuerwehrtechnische Hilfeleistung,Aufwendungen,"27.275.935,34"
02,0210,Rettungsdienst,Erträge,"12.114.129,13"
02,0210,Rettungsdienst,Aufwendungen,"16.617.041,37"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Erträge,"155.603,65"
02,0211,Veterinär- und Lebensmittelangelegenheiten,Aufwendungen,"2.557.805,49"
