Code-1,Code-2,Bezeichnung,Richtung,Betrag
03,0301,Leistungen für Schulen,Erträge,"2.876.414,60"
03,0301,Leistungen für Schulen,Aufwendungen,"35.609.965,56"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Erträge,"476.278,38"
03,0302,Zentrale Leistungen für am Schulleben Beteiligte,Aufwendungen,"12.137.816,80"
04,0401,Kulturmanagement / Kulturförderung,Erträge,"408.007,94"
04,0401,Kulturmanagement / Kulturförderung,Aufwendungen,"4.544.482,50"
04,0402,Volkshochschule,Erträge,"2.399.054,80"
04,0402,Volkshochschule,Aufwendungen,"3.823.835,92"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Erträge,"2.459.020,14"
04,0403,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Aufwendungen,"4.970.719,54"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Erträge,"744.584,38"
04,0404,Stadtbücherei und Förderung von Büchereien freier Träger,Aufwendungen,"5.358.478,90"
04,0405,Stadtmuseum,Erträge,"130.394,41"
04,0405,Stadtmuseum,Aufwendungen,"1.748.478,05"
04,0406,Stadtarchiv,Erträge,"10.940,36"
04,0406,Stadtarchiv,Aufwendungen,"818.008,06"
04,0407,Theater Münster,Erträge,"25.000,00"
04,0407,Theater Münster,Aufwendungen,"20.390.603,99"
04,0408,Geschichtsort Villa ten Hompel,Erträge,"55.349,12"
04,0408,Geschichtsort Villa ten Hompel,Aufwendungen,"725.439,43"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Erträge,"125.389.919,84"
05,0501,Leistungen der Grundsicherung nach dem SGB II,Aufwendungen,"160.954.337,12"
05,0502,Sicherung des Lebensunterhalts,Erträge,"56.423.186,81"
05,0502,Sicherung des Lebensunterhalts,Aufwendungen,"70.419.656,33"
05,0503,Sicherung besonderer sozialer Bedarfe,Erträge,"6.497.243,39"
05,0503,Sicherung besonderer sozialer Bedarfe,Aufwendungen,"45.536.952,85"
05,0504,Wohngeld,Erträge,"2.480,76"
05,0504,Wohngeld,Aufwendungen,"1.130.028,73"
06,0601,Förderung von Kindern in Tagesbetreuung,Erträge,"66.510.534,92"
06,0601,Förderung von Kindern in Tagesbetreuung,Aufwendungen,"109.958.801,35"
06,0602,Kinder- und Jugendarbeit,Erträge,"10.126.944,17"
06,0602,Kinder- und Jugendarbeit,Aufwendungen,"22.215.506,12"
06,0603,Förderung von benachteiligten jungen Menschen,Erträge,"347.504,31"
06,0603,Förderung von benachteiligten jungen Menschen,Aufwendungen,"5.580.309,72"
06,0604,Familienförderung,Erträge,"301.664,44"
06,0604,Familienförderung,Aufwendungen,"3.703.764,04"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Erträge,"7.141.581,14"
06,0605,Erzieherische und wirtschaftliche Hilfen für Familien,Aufwendungen,"55.858.790,83"
07,0701,Gesundheitsdienste,Erträge,"936.563,53"
07,0701,Gesundheitsdienste,Aufwendungen,"10.705.296,48"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Erträge,"938.378,51"
08,0801,"Sportentwicklung, Sportanlagen und -stätten",Aufwendungen,"7.933.657,85"
08,0802,Bäder,Erträge,"1.173.538,70"
08,0802,Bäder,Aufwendungen,"4.314.446,75"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Erträge,"54.226,70"
09,0901,"Stadt- und Regionalentwicklung, Stadtplanung",Aufwendungen,"5.478.373,83"
09,0902,"Vermessung, Kataster und Geoinformation",Erträge,"3.419.049,64"
09,0902,"Vermessung, Kataster und Geoinformation",Aufwendungen,"7.059.063,03"
10,1001,Bauaufsicht und baurechtliche Beratung,Erträge,"3.026.683,23"
10,1001,Bauaufsicht und baurechtliche Beratung,Aufwendungen,"4.200.602,33"
10,1002,Denkmalschutz und Denkmalpflege,Erträge,"715.094,41"
10,1002,Denkmalschutz und Denkmalpflege,Aufwendungen,"1.128.805,56"
10,1003,Wohnen,Erträge,"377.001,76"
10,1003,Wohnen,Aufwendungen,"2.371.027,68"
11,1101,Abwasserbeseitigung,Erträge,"67.005.672,45"
